category,date,description_text,likes,num_reviews,review_score,title,user_name,views
Over-Ear,"Oct 13, 2012","50mm transducers of a magnetic flux density of one Tesla
Frame & cups made of magnesium...",0,10.0,4.1,Fostex TH600 Dynamic Headphones,the wizard of oz,9K
Custom,"Oct 12, 2012","Description
Our HY3 model is our top line hybrid model combining twin balanced armatures for...",0,1.0,4,Cosmic Ears HY3 Hybrid CIEM,Swimsonny,1K
On-Ear,"Oct 11, 2012","ALL THE RIGHT NOTES.
From the deep, satisfying lows, through the crisp, clear highs, the...",0,7.0,3.3,Ultimate Ears UE4000 Headphones,Swimsonny,2K
Wireless,"Oct 11, 2012","TECHNICAL SPECIFICATIONS

WIRELESS RANGE:50 feet (15 meters) 
HEADPHONE TYPE:Around-the-ear...",0,1.0,4,Ultimate Ears UE9000 Noise-Cancelling Wireless Headphones,Swimsonny,1K
Over-Ear,"Oct 31, 2012","The K267 Tiesto Headphones from AKG are built to give you comfort, portability, durability, and...",0,2.0,4.5,AKG K267,jacksonchansf,2K
On-Ear,"Oct 30, 2012",The Urbanears Zinken is a noise-isolating head-phone (Black) designed with performance and...,0,1.0,1,"Urbanears Zinken DJ Model Headphones, Black",jacksonchansf,2K
Over-Ear,"Oct 30, 2012",The HP200 is an open backed circumaural audiophile headphone with large 53mm Precision tuned...,0,4.0,4.9,Soundmagic HP200,jacksonchansf,8K
In-Line Microphone,"Oct 27, 2012",This item can also work for Blackberry 8520 Curve?Blackberry 8900 Curve?Blackberry 9000...,0,13.0,4,Sony MH1 Livesound Hi-Fi Stereo In-Ear Headphones,kjk1281,5K
Over-Ear,"Oct 23, 2012",Rare Reference-grade KOSS Set from the 1970s.,0,1.0,5,KOSS Reference One Headphones,takato14,2K
In-Line Microphone,"Oct 20, 2012","MM 70 iP Ear Canal headset optimized for latest generation of iPhone,iPod and iPads",0,0.0,0,Sennheiser MM70i In Ear Earphones with Remote/Mic,jacksonchansf,896
Universal Fit,"Oct 20, 2012",Experience the distinctive and vivid sound quality of horn loudspeakers with the Piano Forte...,0,0.0,0,Final Audio Design Piano Forte X-CC,jacksonchansf,941
Universal Fit,"Oct 20, 2012","In-ear design
Wired Lightweight (Isolating) Stereo Headphones
Large 11mm High Fidelity...",0,0.0,0,NVX EX10S,jacksonchansf,596
Earbuds,"Oct 20, 2012","Famous in Japan, these are extremely clean sounding balanced earphones

Very well built and...",0,0.0,0,9Wave NW-STUDIO PRO,jacksonchansf,545
Universal Fit,"Oct 20, 2012","Hybrid Earphone H-100KG Balanced Armature & 8mm Dynamic Driver

 

Specification

Driver Unit  ...",0,0.0,0,T-Peos H-100,jacksonchansf,608
Universal Fit,"Oct 19, 2012",,0,0.0,0,Audio Technica ATH-CK90PROMK2 In-ear Headphones,jacksonchansf,547
Universal Fit,"Oct 19, 2012",NOISE CANCELING EARBUDS,0,1.0,1.5,Sony MDRNC13 Noise-Canceling Headphones,jacksonchansf,1K
Universal Fit,"Oct 19, 2012","The Brainwavz R1 are driven by two dynamic drivers, in a woofer and tweeter configuration. Most...",0,7.0,3.3,Brainwavz R1,jacksonchansf,3K
Universal Fit,"Oct 19, 2012",Xears Maestro MH700 Pro,0,0.0,0,Xears Maestro MH700 Pro,jacksonchansf,222
On-Ear,"Oct 19, 2012",The DTX 501 p is a foldable headphone that features a dynamic and detailed sound. Its closed...,0,9.0,4.3,Beyerdynamic DTX 501 p,ToucanSpam,8K
Universal Fit,"Nov 2, 2012",,0,0.0,0,Audio Technica ATH-CKM1000 Dynamic In-Ear Headphones,jacksonchansf,1K
Universal Fit,"Nov 2, 2012","EarSonics SM2 are the universal in-ears you need. Thanks to their ergonomic cushions, they...",0,2.0,3.5,EarSonics SM2 v2,jacksonchansf,2K
Custom,"Nov 2, 2012",Hear the music you love like never before. The Mi-1 custom headphone makes your tracks sound...,0,0.0,0,Minvera Mi-1,jacksonchansf,315
Universal Fit,"Nov 2, 2012",The new XTZ EarPhone-12 with a dedicated iOS app for DSP sound correction will blow your...,0,0.0,0,XTZ EarPhone-12,XTZsweden,487
In-Line Microphone,"Nov 1, 2012",Sound quality is typically not associated with the ubiquitous ear bud.  The CX890i changes this. ...,0,0.0,0,Sennheiser CX 890i Headset (Black),kjk1281,883
In-Line Microphone,"Nov 1, 2012","Tuned by a solid team of musicians, producers and DJs the NS700 Phaser will satisfy the most...",0,0.0,0,NOCS NS700-001 Headphones with Remote and Mic - Black,jacksonchansf,512
Over-Ear,"Nov 1, 2012","The Most Widely Used Headphones in US Studios
A proven ""workhorse"" throughout the recording...",0,0.0,0,AKG K141S,jacksonchansf,703
Over-Ear,"Nov 1, 2012",Japanese STAX SRS-2170 EARSPEAKER SYSTEM (SRM-252S+SR-207) Product from Japan.This Driver unit...,0,0.0,0,STAX SRS-2170 EARSPEAKER SYSTEM &#40;SRM-252S+SR-207&#41;,jacksonchansf,1K
Gaming Headsets,"Nov 1, 2012",Experience the evolution of high resolution 3D gaming audio with the Dual Mode Sound Blaster...,0,1.0,4,Creative Sound Blaster Tactic 3D Sigma USB Gaming Headset,jacksonchansf,2K
Gaming Headsets,"Nov 1, 2012","Engineered by the undisputed masters of gaming and entertainment audio, the Sound Blaster...",0,0.0,0,Creative Sound Blaster Tactic 3D Omega Wireless Gaming Headset,jacksonchansf,496
Wireless,"Oct 31, 2012","Digital wireless headphone system for monitoring use, with Dolby Digital decoder and surround...",0,0.0,0,AKG Hearo 999 Audiosphere,jacksonchansf,665
Wireless,"Oct 31, 2012",The HEARO 999 AUDIOSPHERE II features everything that modern technology can achieve for wireless...,0,0.0,0,AKG Hearo 999 Audiosphere II,jacksonchansf,468
Over-Ear,"Oct 31, 2012","The Technics RP-FDA100 DVD-Audio Headphones
The World's First DVD-Audio headphones
Ultra Wide...",0,0.0,0,Technics RP-FDA100,jacksonchansf,1K
Over-Ear,"Oct 31, 2012","Headphones Type Headphones - Binaural
    Headphones Form Factor Ear-cup
    Headphones...",0,0.0,0,Panasonic RP-HDA100,jacksonchansf,501
Noise-Canceling,"Oct 31, 2012","Countless details combined to deliver: precision sound quality, thoughtful design, and long-term...",0,0.0,0,Sony MDR1RNC,jacksonchansf,947
Over-Ear,"Nov 2, 2012",AUDIO TECHNICA ATH-T300 MONITOR HEADPHONESADJUSTABLE HEADBAND FOR LONG-WEARING COMFORT; 40MM...,0,0.0,0,Audio Technica ATH-T300 Headphones,jacksonchansf,1K
Universal Fit,"Nov 2, 2012","Pure Audio XPA800PRO Highend In Ear Headphones

Best bass of all time cost",0,0.0,0,Xears Pure Audio XPA800PRO,jacksonchansf,639
Universal Fit,"Nov 2, 2012",excellent enormously powerful sound of superlatives by the latest high-end...,0,0.0,0,Xears Pure Audio XPA2PRO,jacksonchansf,625
Universal Fit,"Nov 2, 2012","excellent sound superlative by the latest high-end Neodymtreibertechnologie
10 mm multiple layer...",0,1.0,3,Xears Bombastic Force XBF400PRO,jacksonchansf,766
Universal Fit,"Nov 2, 2012","The Live Tuning model is designed to intensify live recordings, rock and Latin music. It is...",0,0.0,0,TDK CLEF-P Live Tuning,jacksonchansf,702
Universal Fit,"Nov 2, 2012","VS-K1 is a tri-band silver-line balanced-ear ,cavity use all-metal cutting process excellent...",0,0.0,0,Visang VS-K1,jacksonchansf,468
Universal Fit,"Nov 2, 2012",Strong vocal range supported with crisp audio reproduction balanced with 30% more detailed mid...,0,0.0,0,Radiopaq Custom Tuned Pop Earphones,jacksonchansf,404
Universal Fit,"Nov 2, 2012",,0,0.0,0,Radiopaq Custom Tuned Rock Earphones,jacksonchansf,195
Wireless,"Nov 2, 2012","""Rock to the radio. Groove to your tunes. Network. Gossip. While you're hands are free to do as...",0,1.0,4,Sony Ericsson MW-600 Bluetooth Stereo Headphones,jacksonchansf,2K
Wireless,"Nov 2, 2012",A stereo headset that delivers premium stereo sound. An ultra-convenient MP3 player. A portable...,0,0.0,0,Sony MW1 Multi Functional Smart Wireless Bluetooth Stereo Headset,jacksonchansf,573
Custom,"Nov 2, 2012","The RSM custom in ear monitor is a four-driver, three-way design with 2 woofers, 1 mid-range, and...",0,1.0,5,Alclair RSM Custom In Ear Monitor,jacksonchansf,5K
Custom,"Nov 2, 2012","1964-V6 Six Driver Custom IEM

The V6 is our flagship IEM that reflects 2 years of R&D. As a...",0,1.0,5,1964 Ears V6 Six Driver Custom IEM,jacksonchansf,1K
Wireless,"Nov 2, 2012","Get your grove on with the Airhead BT and take calls without the need to dig in your pocket,...",0,0.0,0,TekNmotion TM-AIRBT Airhead BT Stereo Bluetooth Headphone and Headset In One - Retail Packaging - Black,jacksonchansf,251
Universal Fit,"Nov 2, 2012",Wooduo 2 - unprecedented earphone with balanced bass   An audio fanatic's dream is to have an...,0,9.0,4.2,HiSoundAudio Wooduo 2,jacksonchansf,4K
Universal Fit,"Nov 2, 2012",Enjoy your favorite music in full stereo and comfortable handsfree calling on the go. A 9.2...,0,0.0,0,Sony MH750 Stereo Headset - Wired Headsets - Retail Packaging - Black,jacksonchansf,916
Gaming Headsets,"Nov 12, 2012",Corsair Vengeance 1300 Analog Gaming Headset features impressive 50mm audio drivers for...,0,0.0,0,Corsair Vengeance 1300 Circumaural Analog Gaming Headset,jacksonchansf,366
Over-Ear,"Nov 12, 2012",Dynamic headphone with neodymium magnetic transducers satisfies with audiophile playback and...,0,9.0,3.3,Pro-Ject Audio - Hear it One - Audiophile stereo headphone - Black,jacksonchansf,4K
Over-Ear,"Nov 12, 2012",,0,5.0,4,Audio-Technica ATH-WS77 SOLID BASS Portable Headphones (Japan Import),jacksonchansf,4K
Gaming Headsets,"Nov 12, 2012",Razer Barracuda HP-1 Headphones,0,1.0,5,Razer HP-1 Barracuda 8-Channel Gaming Headphones,jacksonchansf,1K
Over-Ear,"Nov 11, 2012","The ""AKG by TIËSTO"" range of headphones features tuning and styling directed by legendary DJ and...",0,2.0,2.3,AKG K167 Tiesto Closed-Back DJ Studio Headphones,jacksonchansf,2K
Over-Ear,"Nov 11, 2012",Heighten your listening experience with the AKG® K514 MKII natural-sound stereo headphones. Their...,0,0.0,0,AKG K 514 MKII Multi-Purpose Stereo Headphones (White),jacksonchansf,634
Wireless,"Nov 10, 2012",Connect wirelessly with your favorite artists thanks to the on-ear Image ONE Bluetooth ...,0,1.0,3,Klipsch Image One BLUETOOTH On-Ear Headphones,sgireland,2K
In-Ear,"Nov 9, 2012","Driver: 11mm High Dynamic CCAW Drive units      
 Diaphragms : Bio-cellulose diaphragms      
...",0,5.0,4.8,VSONIC GR07 Bass Editon,onero,9K
Universal Fit,"Nov 7, 2012",When was the last time you really sat and listened to your favorite piece of music? With Denon's...,0,1.0,4,Denon Music Maniac In-Ear Headphones (AH-C250),kjk1281,2K
In-Ear,"Nov 7, 2012",Think new genres of music fall flat on a pair of conventional headphones? We think you're right....,0,1.0,2.5,"Denon Urban Raver In-Ear Headphones, Blue (AH-C100BU)",kjk1281,869
Over-Ear,"Nov 7, 2012",Ultrasone Signature DJ - 50mm driver,0,4.0,4.8,Ultrasone Signature DJ,AnakChan,7K
Universal Fit,"Nov 3, 2012",Why use your foam tip for one whole month or even longer?! Change your foam tip weekly with the...,0,0.0,0,Hippo FoamTips,jacksonchansf,368
Universal Fit,"Nov 2, 2012","Delivering amazing comfort through its spherical shape, Comply™ Premium Tips Ts-Series are...",0,0.0,0,Comply Ts-400,jacksonchansf,405
Universal Fit,"Nov 2, 2012",The NS600 Crush was designed with one objective in mind: to rise head and shoulders above the...,0,0.0,0,"NOCS NS600-011 Earphones with Remote and Mic, Silver",jacksonchansf,235
Universal Fit,"Nov 2, 2012","Detachable Cable application
Rich and solid BASE regeneration
Delicate and high-resolution vocal...",0,0.0,0,EXS X15,jacksonchansf,475
Over-Ear,"Nov 15, 2012","Pure
Powerfull 40mm Dynamic driver with huge bass.
Adjustable headband to ensure perfect fit.
1.2...",0,0.0,0,On Earz Pure,jacksonchansf,258
Universal Fit,"Nov 14, 2012","- Excellent sound through modern Neodymtreibertechnologie

- 10 mm multiple layer diaphragm...",0,0.0,0,Xears Ultraphile,jacksonchansf,283
Earbuds,"Nov 14, 2012",Gumy Headphone,0,0.0,0,JVC HAF150B Gumy Headphone (Black),jacksonchansf,530
Universal Fit,"Nov 14, 2012","Engineered for Android  smart phones, the Image S4A headphones let you experience the arena...",0,1.0,3,Klipsch Image S4A - II In-Ear Headphones,jacksonchansf,1K
Custom,"Nov 14, 2012","Sensaphonics 2MAX™ earphones are a custom-fit, dual-driver design optimized for use with wireless...",0,0.0,0,Sensaphonics 2MAX,jacksonchansf,376
Universal Fit,"Nov 14, 2012",Replacement black foam Sleeves for use with the Shure SE Sound Isolating earphones. These...,0,0.0,0,"Shure PA910M Replacement Black Foam Sleeves (Medium)  for Shure SE210, SE310, SE420, SE530 and SE530PTH Earphones",jacksonchansf,562
In-Line Microphone,"Nov 14, 2012",tbd,0,1.0,3.5,Sony XBA-3iP In Ear Earphones,jacksonchansf,2K
In-Line Microphone,"Nov 14, 2012",tbd,0,0.0,0,XBA-4iP - XBA Series Quad Driver Balanced Armature In Ear Earphones with Apple 3-Button Remote/Mic,jacksonchansf,306
In-Line Microphone,"Nov 14, 2012",tbd,0,0.0,0,XBA-1 - XBA Series Balanced Armature In Ear Earphones,jacksonchansf,287
In-Line Microphone,"Nov 14, 2012",tbd,0,0.0,0,XBA-2iP - XBA Series Dual Driver Balanced Armature In Ear Earphones with Apple 3-Button Remote/Mic,jacksonchansf,308
Universal Fit,"Nov 14, 2012","·         High-quality wood design for a remarkable deep bass experience.


·         Comfortable...",0,2.0,4.8,Soundsoul S-018 Acoustic Natural Ebony Wood and Metal Fusion Earphones,jacksonchansf,1K
Universal Fit,"Nov 13, 2012",Zippered case. Compatible with all Shure earphones.,0,0.0,0,Shure EAHCASE Fine Weave Hard Pouch for Shure Earphones - Black,jacksonchansf,602
Universal Fit,"Nov 13, 2012","Why risk suffering the agony of broken, tangled, or lost earphones, when you can keep your...",0,1.0,2,Westone Monitor Vault - Smoke Gray,jacksonchansf,1K
Universal Fit,"Nov 13, 2012",Panasonic's RP-HJE295 series features an ergo-fit design for ultimate comfort and a cord...,0,0.0,0,Panasonic RP-HJE295-K Deep Base Ergo-Fit Inner Ear Earbud Headphone Black,jacksonchansf,612
Over-Ear,"Nov 12, 2012",The newly designed AKG® K551 headphones are optimized for a fully immersive listening experience...,0,6.0,4.6,AKG K551,jacksonchansf,7K
Universal Fit,"Nov 22, 2012","3mm dynamic driver IEM with detachable cable.
Sound Signature: Neutral/ Analytical",0,4.0,5,VSONIC VC02,kAbUZi,3K
Custom,"Nov 19, 2012","The C3 is what we like to call the ""baby brother"" to the C5. 

Featuring the same sound signature...",0,0.0,0,Frogbeats C3,jacksonchansf,354
On-Ear,"Nov 19, 2012","Style:
    Headband

Connectors:
    3.5mm

Package:
    Yes

Use:
    Portable Media...",0,0.0,0,Astrotec AS200HD,jacksonchansf,437
Universal Fit,"Nov 19, 2012","If you want earbuds that will give you crystal clear audio at a great low price, the Audio...",0,0.0,0,Audio Technica ATH-CK303M In-ear headphones - Silver,jacksonchansf,897
Wireless,"Nov 19, 2012","Superior listening experience
? Crystal-clear (2.4 GHz) digital transmission
? Acoustically tuned...",0,0.0,0,Philips Shd8600/10 Digital Wireless Headphones,jacksonchansf,757
Universal Fit,"Nov 19, 2012","""LIVE BEAT SYSTEM"" reproduces real deep bass sound and high resolution sound
    ""Stream...",0,5.0,4.2,JVC HA-FXZ200,jacksonchansf,9K
Wireless,"Nov 19, 2012",Jaybird JF4 Freedom Sprint Bluetooth Stereo Earbuds. Ultra small and lightweight. 40% Smaller...,0,0.0,0,Jaybird JF4MBL Freedom Sprint Bluetooth Headphones,jacksonchansf,795
Over-Ear,"Nov 19, 2012","Type 	over-ear headphones
Driver 	closed
Active noise-cancelling 	no
Power source...",0,0.0,0,Audio Chi W4,jacksonchansf,528
Wireless,"Nov 19, 2012","Countless details combined to deliver: precision sound quality, thoughtful design, and long-term...",0,5.0,4.5,"Sony MDR1RBT Premium Bluetooth Over The Head Headphone, Black",jacksonchansf,3K
Noise-Canceling,"Nov 18, 2012","Ideal for the traveler, student or music lover. The latest technology and convenient foldable...",0,1.0,4,ABLE PLANET NC180B MUSICIANS CHOICE Foldable Active Noise Canceling Headphones with LINX AUDIO,basshead2015,2K
Over-Ear,"Nov 18, 2012",Beats Executive headphones are designed to take you from boardroom to the tarmac and everywhere...,0,2.0,3,Beats Executive Over-Ear Headphones (Silver),jacksonchansf,2K
Universal Fit,"Nov 16, 2012","The Ocharaku Flat4-Kaede

The name Flat4 is derived from the description ""Full-range 2-Element...",0,0.0,0,Ocharaku Flat-4 KAEDE,VisceriousZERO,893
On-Ear,"Nov 15, 2012","The K67 Tiesto Headphones from AKG are built to be comfortable, portable and durable wherever you...",0,2.0,4.5,AKG K67 TIESTO DJ STUDIO LIVE HEADPHONES k 67 on ear mp3 3d axis,jacksonchansf,2K
Over-Ear,"Nov 15, 2012",KAM HP1 is designed to meet the various challenges artists and engineers face in the process of...,0,1.0,4,KAM HP1,jacksonchansf,1K
Over-Ear,"Nov 15, 2012",PSB Speakers gets up close and personal with your hi-fi. We've taken our 40 years of bringing...,0,11.0,4.6,PSB M4U 1,jacksonchansf,11K
Noise-Canceling,"Nov 28, 2012",THE GREATEST NC HEADPHONES EVER,0,0.0,0,Pyle Home PHPNC45 Flagship Ultra High-Fidelity Noise-Canceling Headphones with Carrying Case,Mheat122134,512
Universal Fit,"Nov 28, 2012",Radiopaq invented the concept of Intelligent Audio - a unique approach to the design and...,0,0.0,0,Radiopaq Custom Tuned Jazz Earphones,jacksonchansf,314
Universal Fit,"Nov 28, 2012",The Audio Technica ATH-CKM33 Earbuds give music lovers an amazing listening experience. With an...,0,0.0,0,Audio Technica ATH-CKM33 In-ear headphones - Black,jacksonchansf,808
Universal Fit,"Nov 28, 2012",What are the GR04 Flagship Pro Audiophile Earphones? The flagship of Vsonics pro audio in-ear...,0,1.0,4.5,VSONIC GR04 Flagship Pro Audiophile Earphones,jacksonchansf,1K
Universal Fit,"Nov 28, 2012","Yao Ming and Noel Lee have created Yao Monster, bringing their passions to the world of consumer...",0,0.0,0,Monster Cable Yao Monsters Solar In-Ear Headphones - Silver,jacksonchansf,413
Over-Ear,"Nov 28, 2012","Yao Ming and Noel Lee have created Yao Monster, bringing their passions to the world of consumer...",0,0.0,0,Monster Cable Yao Beats Studio High-Definition Headphones From Monster - Red,jacksonchansf,489
Universal Fit,"Nov 27, 2012","Taurus | The In-Ear Headset with Bass Tuning Technology & Spin Cable

The first thing you notice...",0,3.0,3.5,Accutone Taurus,jacksonchansf,2K
Universal Fit,"Nov 27, 2012","Boasting the award winning, ultra crisp and natural sound of the acclaimed t-JAYS series, the...",0,0.0,0,"t-Jays Four for iPhone 3GS, iPhone 4 and iPhone 4S",jacksonchansf,492
Universal Fit,"Nov 27, 2012","- modern high-end Neodymium Driver technology offers high quality sound

- punchy bass, crispy...",0,0.0,0,Xears Communicate C100iP,jacksonchansf,204
Universal Fit,"Nov 27, 2012",Skullcandy's best-selling INK'D earbuds feature a customizable fit and 11mm speaker drivers that...,0,1.0,4,Skullcandy S2IKDZ-003 Ink'd 2.0 - Black/Black,jacksonchansf,1K
On-Ear,"Nov 25, 2012",Please note that all Meze Headphones are individually Hand Crafted out of Ebony Wood. The Images...,0,0.0,0,Meze 55 Classics Ebony Wood Headphones,jacksonchansf,388
Over-Ear,"Nov 25, 2012",Open-air Dynamic Headphones,0,9.0,4.3,Somic HD MH463 Open-air Dynamic Pro Headphones (Black),jacksonchansf,6K
In-Ear,"Nov 24, 2012",Mobile Domination for the Call of Duty enthusiasts.  Billets MW3 9mm earphones merge superior...,0,2.0,3.3,Munitio Call of Duty COD MW3 Special Edition 9mm Earphones With In-Line-Mic MW3 B-MW3-002 Billets,Tyrahtee,1K
In-Ear,"Nov 24, 2012","Extra-quality speakers that deliver rich, deep bass, and crystal clear sound. An integrated cable...",0,2.0,4.3,Philips SHE8000/28 In-Ear Headphone (Black/Red),Sten,2K
Universal Fit,"Nov 23, 2012","Great sound in comfort Enjoy an extraordinary audio experience. You ll feel music with warmth,...",0,1.0,3.5,Sony MH1C Smart Headset for Sony Xperia S / P / Arc / Arc S / Ion / Neo / NXT / Play Mobile Phones with SmartKey Control - Black,Kizsde,1K
Universal Fit,"Dec 3, 2012",Model    Brand: Rosewill    Type: Earbud    Model: RHTS-12004General SPEC    Driver...,0,1.0,4,Rosewill RHTS-12004 3.5mm Golden-Plated Connector High Fidelity Passive Noise Isolating Rosewood Earbuds,jacksonchansf,966
In-Line Microphone,"Dec 3, 2012",Remote control of a hands-free call and the music is possible with a smartphone. The stereo...,0,0.0,0,Sony DR-EX102,jacksonchansf,581
In-Line Microphone,"Dec 3, 2012","iMetal enhanced definition earphones with remote and mic, designed for the latest iPod, iPhone...",0,1.0,2.5,MAXIMO iP-595 iMetal Enhanced Definition Earphones with Remote & Mic Made for iPod iPhone iPad,jacksonchansf,1K
Earbuds,"Dec 3, 2012","The AKG® K 318 semi-open headphones feature 15mm drivers for wide-spectrum, high-output sound...",0,1.0,0.5,AKG K318 In-Ear Buds (Black),jacksonchansf,2K
Sport,"Dec 3, 2012",Push your workout to the limit with headphones that are up to the task. Bose SIE2i sport...,0,0.0,0,Bose SIE2i Sport Headphones - Green,jacksonchansf,811
Over-Ear,"Dec 3, 2012",A genuine product of Sony Japan. In a Japanese retail package.,0,1.0,2.5,Sony MDR-XB900 | EXTRA BASS Headphones (Japanese Import),jacksonchansf,2K
Gaming Headsets,"Dec 3, 2012","Designed exclusively for StarCraft II: Wings of Liberty with a focus on maximum sound isolation,...",0,0.0,0,RAZER Circumaural Banshee StarCraft II Gaming Headset,jacksonchansf,419
Wireless,"Dec 3, 2012","With the PXC 360 BT you can enjoy the Sennheiser sound you love at 28,000 feet. Luxurious around...",0,0.0,0,Sennheiser PXC 360 BT Bluetooth Headset with Noiseguaurd 2.0 SRS WOW HD (Black),jacksonchansf,401
Over-Ear,"Dec 3, 2012",Full sized stereo phone with Leatherette cushions for enhanced sound,0,0.0,0,"Koss RUK 50P Full-Sized Stereophone with Leatherette Cushions for Enhanced Sound, Pink",jacksonchansf,518
In-Line Microphone,"Dec 3, 2012",The HMD660 series of stereo headsets are designed for the professionals that demand high quality...,0,0.0,0,Superlux HMD660X,jacksonchansf,1K
Custom,"Dec 2, 2012","Sensaphonics 3MAX are a custom-fit, triple driver stage monitor with a silicone shell.",0,1.0,5,Sensaphonics 3MAX,Kunlun,2K
Wireless,"Dec 2, 2012","Unwind with wireless audio that sounds great, just for you. Roam free within about 26' of your TV...",0,0.0,0,"Sony MDRIF245RK Wireless IF Headphone,",EarlL7,469
Wireless,"Dec 2, 2012",More Information Coming Soon.,0,1.0,4,Sennheiser MM 450 Flight Bluetooth Multimedia Headset with Noise Cancellation - Black,simondid,1K
Gaming Headsets,"Dec 2, 2012",Prevent a lethal ambush amid the hidden world of combat operatives with the Limited Edition Call...,0,1.0,5,Mad Catz CD79051100A1/04/1 Call of Duty: Black Ops Dolby Digital True 5.1 ProGaming Headset for PC - Powered by TRITTON,jacksonchansf,2K
Universal Fit,"Nov 29, 2012",Can anyone do a Kickstarter project that claims to produce an interchangeable ecoheadphones for...,0,1.0,4,Ironbuds from Acoustic Forge - under $50 ecobuds,intelegant,1K
In-Ear,"Dec 12, 2012","Once again, JLab engineered the design, sound, fit, and features around feedback from our fans to...",0,0.0,0,Diego Earbuds by JLab,sunnyaudiophile,380
Over-Ear,"Dec 11, 2012",The DT100 headphone is widely used in audio recording and monitoring applications in studios...,0,1.0,5,BEYER DYNAMIC DT100-400BLK Studio Headphones - Black,Headzone,1K
Over-Ear,"Dec 11, 2012","The Bombora delivers a world class mix of sound, style and comfort that is sure to hit hard among...",0,1.0,4,JLab Bombora Over the Ear Headphone - Midnight Black / Gumetal,winou1,1K
Over-Ear,"Dec 11, 2012","The premium addition to the AKG® DJ range, the K619 is a professional-grade headset without...",0,2.0,3.8,AKG K619 Premium DJ Headphones with Mic (Black),jacksonchansf,3K
Over-Ear,"Dec 10, 2012",Tt eSPORTS CHAO series is about accessorizing your lifestyle and enhancing the unique characters...,0,0.0,0,Tt eSPORTS Dracco Signature,jacksonchansf,441
Over-Ear,"Dec 10, 2012",The CharterOak Studio Phone I (SP-1) is an acoustically closed headphone for studio use and music...,0,0.0,0,CharterOak SP1 Studio Phone I Acoustically Closed Headphone for Studio and Music Production,jacksonchansf,419
Over-Ear,"Dec 10, 2012",Premium Isolating Headphones,0,0.0,0,Numark Electrowave Premium Isolating Headphones,jacksonchansf,537
Wireless,"Dec 10, 2012","Bring your music anywhere, but ditch the wires with SYNC by 50 Over-Ear Wireless Headphones....",0,0.0,0,SMS-WS-BLK - SYNC by 50 Professionally Tuned Wireless Over Ear Headphones - Black,jacksonchansf,440
Over-Ear,"Dec 10, 2012","Rattle your cage with Sony XB-Series in-ear headphones. Combining a unique direct vibe structure,...",0,2.0,3.3,"Sony MDRXB400/BLU Extra Bass Over The Head 30 mm Driver Headphone, Blue",jacksonchansf,1K
On-Ear,"Dec 10, 2012","Plug in the WeSC Bass Headphone for deep lows, epic mids, and crystal clear highs.Product...",0,0.0,0,"WeSC Bass Headphones Black, One Size",jacksonchansf,456
Gaming Headsets,"Dec 10, 2012",Harman AKG GHS1BLK High-Performance PC Gaming Headset,0,0.0,0,AKG GHS1BLK Over-Ear Computer Gaming Headphone Black,jacksonchansf,455
Over-Ear,"Dec 10, 2012",,0,0.0,0,STAX SR-307 CLASSIC Electrostatic Earspeakers,jacksonchansf,751
Universal Fit,"Dec 8, 2012","Singe Balance Armature IEM from Musial Fidelity,the ruler flate frequency response",0,1.0,2.5,Musical Fidelity EB-50,mrinspire,1K
Universal Fit,"Dec 8, 2012","TDK Life On Record High Definition In Ear Headphones deliver a rich sound through comfortable,...",0,1.0,4,TDK Life On Record  MT300 High Definition In Ear Headphones,inline79,949
On-Ear,"Dec 6, 2012","Good sound for low cost, it plays well at portable devices and cellphones.

The bass is a little...",0,1.0,5,SHL3000,yuras,1K
Universal Fit,"Dec 13, 2012","MUSICALITY AND HEADROOM.

SM 64 earphones were made to handle music of all intensities and all...",0,4.0,4.6,EarSonics SM64,jacksonchansf,7K
Universal Fit,"Dec 13, 2012","Featuring Dynamic MicroDrivers, the SE215 has a newly tuned acoustic network to deliver detailed...",0,8.0,4.6,Shure SE215 Special Edition,jacksonchansf,10K
Universal Fit,"Dec 13, 2012",Ultimate Ears 500vi Earphones,0,0.0,0,Logitech Ultimate Ears 500vi Noise-Isolating Headset - Dark Silver,jacksonchansf,510
Universal Fit,"Dec 13, 2012",Ultimate ears 600vi noise-isolating headset features a microphone and on-cord controls for calls...,0,0.0,0,Logitech Ultimate Ears 600vi Noise-Isolating Headset - Dark Silver,jacksonchansf,549
Universal Fit,"Dec 13, 2012","All the benefits of the T Series of Comply Foam Tips--increased stability, superior noise...",0,0.0,0,"Comply TX-200 Series Foam Tips (Black, 3 Pairs, S/M/L)",jacksonchansf,409
Universal Fit,"Dec 13, 2012",The MA450i is a high spec earphone that combines RHA's renowned sound quality with seamless...,0,2.0,4,RHA MA450i,jacksonchansf,2K
Universal Fit,"Dec 13, 2012","Sleek, ergonomic design and superior sound makes the ""Fly"" In-Ear Headphones unique and a cut...",0,0.0,0,SOUL by Ludacris FLY Premium In-Ear Headphones,jacksonchansf,528
Universal Fit,"Dec 13, 2012","Cut through the noise.

The bold design of the ASTRO A*STAR™ In-Ear Headset is the ultimate in...",0,0.0,0,Astro Gaming A*Star In-Ear Headset,jacksonchansf,602
Custom,"Dec 13, 2012",For over 17 years we’ve been crafting the world’s finest custom in-ear monitors for discerning...,0,0.0,0,Ultimate Ears Personal Reference Monitors,jacksonchansf,447
